match_id,season,match_no,innings,over,runs_of_bat,extras,wide,noballs,legbyes,byes,phase,date,venue,batting_team,bowling_team,striker,bowler,wicket_type,player_dismissed,fielder,over_no,ball_no,ball_runs,wicket_event,legal_delivery,current_score,current_wickets,balls_bowled,balls_remaining,wickets_remaining,current_run_rate,run_rate,last_30_runs,winner,target,first_innings_total,second_innings_total,runs_required,required_run_rate,pressure_index,projected_score,win_probability
335982,2007,1,1,9.1,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,SB Joshi,,,,9,1,1,0,1,78,1,55,65,9,8.50909090909091,8.50909090909091,24.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.1590909090909097,183.93793348674376,
335982,2007,1,1,9.2,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,SB Joshi,,,,9,2,1,0,1,79,1,56,64,9,8.464285714285714,8.464285714285714,24.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.1142857142857135,183.78792141341717,
335982,2007,1,1,9.3,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,SB Joshi,,,,9,3,1,0,1,80,1,57,63,9,8.421052631578947,8.421052631578947,21.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.0710526315789469,183.85464931719835,
335982,2007,1,1,9.4,0,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,SB Joshi,,,,9,4,0,0,1,80,1,58,62,9,8.275862068965518,8.275862068965518,21.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,0.0741379310344821,182.69842854055585,
335982,2007,1,1,9.5,6,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,SB Joshi,,,,9,5,6,0,1,86,1,59,61,9,8.745762711864407,8.745762711864407,26.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.3957627118644066,187.24442546008854,
335982,2007,1,1,9.6,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,SB Joshi,,,,9,6,1,0,1,87,1,60,60,9,8.7,8.7,27.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.3499999999999993,187.02142924486265,
335982,2007,1,1,10.1,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,JH Kallis,,,,10,1,1,0,1,88,1,61,59,9,8.655737704918034,8.655737704918034,27.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.3057377049180335,186.87234081167145,
335982,2007,1,1,10.2,4,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,JH Kallis,,,,10,2,4,0,1,92,1,62,58,9,8.903225806451612,8.903225806451612,31.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.5532258064516121,189.44045603725885,
335982,2007,1,1,10.3,0,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,JH Kallis,,,,10,3,0,0,1,92,1,63,57,9,8.761904761904763,8.761904761904763,31.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.4119047619047628,188.29081850617348,
335982,2007,1,1,10.4,6,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,JH Kallis,,,,10,4,6,0,1,98,1,64,56,9,9.1875,9.1875,37.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.8375,192.69008313623542,
335982,2007,1,1,10.5,0,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,JH Kallis,,,,10,5,0,0,1,98,1,65,55,9,9.046153846153846,9.046153846153846,37.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.696153846153846,191.54040288647545,
